sentence,label,user_id,datetime
ごくありきたりで俗っぽくて申し訳ないのですが、ミランダ・カーめっちゃ可愛い!めっちゃ好き!いつまでも見てられる…お子様もまたデカくて可愛いんだ!,0,1,2012/9/22 1:31
腰をイワしています。痛み止め飲んでるからか四六時中眠い。いける日は整骨院でほぐしてもらうけど、今日明日休みやん。テーピングもかゆくなってはがしたし、明日は文字通り丸腰。夜までもってくれ、腰!,1,1,2012/9/22 22:18
結局映画にも落語にも整体にも行けず、せめて夕飯はと思ったのに怠けグセがついて、出前とってしまった。全力で安静中♪,1,1,2012/9/24 21:48
眠いのに眠れない…,1,1,2012/9/25 0:02
今日のアボカドはあじひとで食べるかな!誰か釣れるかな!,0,1,2012/9/25 2:20
今日カラーをしてもらったら鬼太郎ぽくなった。仕事帰りに会った数名の知人にはいいやん!と言ってもらえて少し安心した。でもね、ほんまはちょっとちゃうかな〜って思ってるねん。ま、来週まで楽しむか。,1,1,2012/9/27 2:02
鬼太郎ぽい体型の女子って…,1,1,2012/9/27 3:35
うどんとラーメンハシゴしておなかパンパン!初、丸亀製麺からの彦ェ門!あっさりとんこつで完食!その筋では有名店らしい,0,1,2012/9/28 1:07
なすの田楽食べたいな〜,0,1,2012/9/28 20:57
ご飯食べにいきたい…でも、もう眠いよパトラッシュ…,1,1,2012/9/28 23:09
天王寺ぶらり。あわよくば映画みてやろ〜!程よくおなかも空いてきたし、一人でもいけそーないい感じの店あったら教えて〜!,0,1,2012/10/1 21:17
こんな時間に鴨つけうどん!ゆずピール入ってて結構おいしい!やるななか卯。,0,1,2012/10/2 2:40
経済ジャーナリスト金子さん(ほんまでっか出演)の訃報にびっくり。病気みたい。ご冥福をお祈りいたします。,1,1,2012/10/4 0:25
何でもないようなことが幸せだったと思う〜何でもない夜のこと、腰痛で寝れないよーる〜,1,1,2012/10/4 2:42
少し前から毎日のようにつきまとわれている。姿が見えない日もあって油断してるときっちり現れて、最近では睡眠妨害までしてくる…もういい加減にしてほしい!!!,1,1,2012/10/5 1:17
腰痛の話。寝てもさめても腰痛い。痛みよ、去れ!イたとん!!,1,1,2012/10/5 1:20
メルヘンに憧れがち。現実を生きなければな。てか早く寝たい(>_<)!,1,1,2012/10/6 3:00
今週も終わった!そして今から休みだ!明日は祝日か〜何しよどこいこ!,0,1,2012/10/7 20:59
おなかすいた…orz,1,1,2012/10/8 0:16
高校生みてると、笑顔可愛いな〜とかなんかニヤけてしまう。失われた青春を取り戻すようにかぶりつく私。祝日の風景。,0,1,2012/10/8 18:27
ハンバーグ食べたい!同志求ム!,0,1,2012/10/8 21:34
本が好きだ。いや、立ち読み、流し読み、本に囲まれているのが好きだ。standardbookstoreが近所にあったら、住むかもしれない。,0,1,2012/10/9 1:35
ノーベル賞山中さんに興味津々。朝からいろんな番組を見ているけど、まず目につくのはユーモアたっぷりでにこやかに話す奥さん。会見ではまじめな印象が強かったけど、きっとご本人もユーモア溢れる方なのだろう。二人がどんな風に愛を育んできたのかが気になる。,0,1,2012/10/9 17:26
恥ずかしくない仕事をしよう。心からそう思います。,0,1,2012/10/11 4:59
調子よくしゃべった翌日はたいてい凹む。そろそろキャラ統一すべきかなぁ。,1,1,2012/10/12 0:22
この性格の悪さを何とかしたい…,1,1,2012/10/12 23:15
お客さんが切れない。ありがたいけどお腹すいた…ラスト一人がんばる!!,0,1,2012/10/18 19:30
世の迷える女子に告ぐ。ニーハイの威力は、想像以上だ。,0,1,2012/10/23 1:07
結局、わがままなんだな。己の幼さが歯がゆい。,1,1,2012/10/23 3:10
たまたまイラストを目にすることが何度かあり、面白いな〜と思っていたら最近インタビュー記事を読み、別口で気になってた著作の作者でありイラストの主だと発覚しびっくり。同い年と知りまた興味津々。とそこへきて知人の、Rtで峰さんのアカウントを知る。これは運命なのだと勝手に思っています。,0,1,2012/10/29 4:03
キョンキョンのアレ見逃すとこだった！あっぶね！ワンセグよありがとう！,0,1,2012/11/2 23:05
さ、さむい…,1,1,2012/11/3 3:57
今日は頑張った…ただいま我が家。散らかってるのももはや愛おしい。…でも片づけよ。,0,1,2012/11/3 22:44
何だかサイコパスって言葉を最近よく目にする。流行ってるのかね？「悪の教典 」面白そう。,0,1,2012/11/6 2:58
やな季節が来たなぁ…,1,1,2012/11/6 4:26
雨ニモ負ケズ みたいな人になりたいなぁ。,0,1,2012/11/6 23:07
憤る。憤る28さい。出家でもしなければこんな感情からは解放されないと思う。,1,1,2012/11/7 2:16
今朝起きていきなり柿をガブリとやって、切れた口の端が痛い。ついでに唇全体的に腫れてる。カブレたか…柿が好きすぎる。,1,1,2012/11/8 4:10
職場でお寿司連れてってもらってお腹パンパン！デザートまで出してもらって大満足。苦しくなるほど食べられるなんて幸せじゃないか。,0,1,2012/11/8 23:15
住む家がある、職がある、ちゃんと靴を履いて、毎日食べられる。離れていても家族や友達がいる。なんだ、必要なものは十分にあるじゃないか。,0,1,2012/11/8 23:26
ホームパーティー楽しすぎてお泊まりした帰り道。祭りのあとはいつも寂しい,1,1,2012/11/12 11:07
噂の壇蜜さんのブログが何となく面白い。,0,1,2012/11/12 19:29
めっちゃ丁度いい光が部屋の窓から差し込む。こうして絵でも描いて暮らしたい。,0,1,2012/11/13 15:20
精神年齢が日に日に下がる気がする28さい。体年齢は日に日に上がる28さい。寝よ…,1,1,2012/11/14 2:48
2012年下半期は様々なお一人様に挑戦しています。串カツは楽勝!!おやすみなさい,0,1,2012/11/14 2:51
悲しくても辛くても、日々を生きなきゃいけなくて、そうしてうやむやにしながら生きていくんだなぁ。,1,1,2012/11/18 23:45
休み前の晩にパジャマにメガネでてんこ盛りのご飯やいろんなおやつを食べながらテレビ見たりネットしたり、そうして時間に関わらず眠くなったらそのまま寝るのが最高に幸せ,0,1,2012/11/19 1:53
こうやってデブになっていくのかなぁ。,1,1,2012/11/19 1:56
普段から地味なのだが、休日の私はほんとに地味である。更に今日は輪をかけて、もう誰かを不快にしてしまうんじゃないかって程の地味さ。知り合いに会ったら怪しまれはしても気付かれないだろうな。,1,1,2012/11/19 20:59
友達がハワイで挙式して、森で撮った写真がすごく素敵で羨ましかった。長い髪はゆる巻きダウンにして、お花の冠とベールをつけてるかんじ。木漏れ日を見上げる姿が可愛かったなぁ。,0,1,2012/11/20 16:37
今日また、ふらりと入れる店が増えた。お酒もご飯も美味しかったし、何より、何となく温かい店だった。,0,1,2012/11/20 19:28
昨日は誰にも会うまいと思ってたのに、帰り道にうっかり馴染みの店に行ってしまった。顔見知りがそばで飲んでいたが、案の定私には気づいていなかった。気配を消すのが得意になったもんだ,0,1,2012/11/20 20:56
ハモネプ好き。,0,1,2012/11/20 21:01
To be continuedの人、最近キモい人の役多いな…,1,1,2012/11/20 23:44
寒いってことに支配されて建設的な思考が奪われるから、冬は嫌い。,1,1,2012/11/27 0:37
なにいってんだか…,1,1,2012/11/27 1:24
まさかのアッコとコラボ!でもカッコいいぜアッコ!!,0,1,2012/12/6 0:02
ドラムのひとちゃんと正装してる！と思ったらやっぱり短パン!!笑,0,1,2012/12/6 0:03
似すぎ…笑,0,1,2012/12/8 2:14
はたと気づけば、生まれてこのかた新幹線に乗ったのは多分一度だけ。新幹線の駅めずらしー！新大阪駅探検、なう。,0,1,2012/12/8 23:14
好きな少年漫画をきかれて、「定番ですけどONE PIECEですかねぇ」と無難に答えてしまう私は臆病者です。趣味が片寄りすぎて公言できないんだ！,1,1,2012/12/11 17:41
とにかく暖まらないと話にならないので、ご飯作ります！久しぶり！,0,1,2012/12/12 22:32
の、前に、柿をガブガブ食べてやった！,0,1,2012/12/12 22:36
久しぶり酔っておっきい声出したので喉いたい!!のど飴を下さい！水割りをください！もう寝ます…オヤスミナサイ…,1,1,2012/12/14 5:00
あぁあ〜小朝師匠！自慢の金髪が！金髪がぁ…！,1,1,2012/12/15 0:17
ホットカーペットに寝っ転がってうとうとするのサイコー。,0,1,2012/12/15 1:41
久しぶりにヤツが来た。ちきしょう、油断してた…コルセット生活、再開!!(T_T),1,1,2012/12/16 1:47
あと30秒で、HEY!HEY!HEY!が、終わる！,1,1,2012/12/17 22:51
終わった…音楽は終わらない、その通りだ！君がッ！泣くまで！音楽を愛すのを、辞めない…！,0,1,2012/12/17 23:02
はんばーぐたべたい。,0,1,2012/12/17 23:38
今日初めてアスリートみたいに腰に注射したんだけど、なかなか痛くて打つまえより痛くなったんだけど大丈夫なんだろーか,1,1,2012/12/18 2:59
28歳にして初めて、ガードルなるものを穿きました。すごいなこれ！なんで今まで穿かなかったんだろ。もう、毎日穿きたい。,0,1,2012/12/19 3:46
焼き肉いきたい。,0,1,2012/12/24 16:21
オムライスでもいいなぁ〜♪,0,1,2012/12/24 17:13
美容室でも行くかな。,0,1,2012/12/24 18:13
忙しくて体痛いし眠いしゲームする余裕がない,1,1,2012/12/28 1:52
仕事納め!がんばろ！,0,1,2012/12/31 10:17
よっしゃ〜終わった！お腹すいた〜！,0,1,2012/12/31 16:05
りあるキッズのメガネ久々に見た！前々からきづいてはいたけど、ますますあかん感じに…,1,1,2013/1/3 22:01
実家の母は、普段話し相手がいないのか、たまに帰るとむちゃくちゃ喋ってくる。今回、風邪気味で無口だったので、静かな正月となった。二泊三日の最終日、私を送り出す駅のホームで急に喋りだした。え、今？ どうやら風邪は治ったようです。,0,1,2013/1/4 12:09
ぐさりと刺さっても、笑ってスルーするー。でもやっぱり気にして髪形変えたりする。,1,1,2013/1/5 4:17
休み明けに「雰囲気変わったな!」てなるの好き。明日からまた頑張ります!!オヤスミナサイ,0,1,2013/1/5 4:20
今年初稽古。一時間前からいく気満々だったのに、五分前からめっちゃめんどくなってきた。,1,1,2013/1/7 20:22
動物も子供も普通に好きですが、わぁー！って寄っていくのには抵抗があるのです。外から見ててうらやましくて一人でドッグカフェ入ったことあるけど、まっったく盛り上がらんかった。当たり前か…,1,1,2013/1/10 3:47
20代まで平均睡眠時間が四時間以下で過ごすと早死にするらしいので、もう寝ます。オヤスミナサイ,1,1,2013/1/10 4:26
今日か明日、えべっさん行きたいな〜,0,1,2013/1/10 19:38
無印の焦がしキャラメルってお菓子がおいしすぎる。,0,1,2013/1/11 19:17
えべっさん行きたい行きたい！いやほんまはそうでもないんやけど、せっかくやし…,0,1,2013/1/11 19:56
コクリコ坂みて、失ったものが多いことに気づくわんわんの日。てか、金田一始まるんや！つよし君ver.見返したくなってきた！,0,1,2013/1/12 0:54
うまいやん！spa王のフェットチーネうまいやん！泣けるやん！,0,1,2013/1/12 18:33
へー中山功太改名したんやぁ〜 ってうわ！うわうわ！人相変わりすぎやろ！髪形…と、顔…,1,1,2013/1/13 4:04
すんごい雨…新成人の皆さんおめでとうございます。そして御苦労様…てか福くん可愛いな〜@いいとも,0,1,2013/1/14 14:04
掃除してやるぜ！,0,1,2013/1/14 16:25
うし！でかける！その勢いでご飯食べる！夜ごはん仲間募集〜！,0,1,2013/1/14 18:41
不本意なことってほんまにあるなぁ。原因は自分にあるんだから日々まっとうに生きるしかないね。頑張ります。,1,1,2013/1/16 14:14
マッサージいけばよかった…orz,1,1,2013/1/18 1:40
眠くて死にそう。でも今日は長居にいくんだ！牡蠣をたべるんだ！そして歌うんだ！皆様のご参加を、一時間後、お待ちしております。,0,1,2013/1/18 21:25
んっ！？何かおもろそうなテレビ始まった！ドラマ？,0,1,2013/1/19 23:09
 はっ！こんな時間。でも慌てて眠らなくていいんだ！コロッケ食べてやる！,0,1,2013/1/21 5:03
"友達がいないと思われたくないからトイレでご飯を食べ、人を雇ってクラブに行く。そうやって""一般的な人""を装うことで、誰かに声をかけてもらえるチャンスを潰さないようにしてるのかな…と、思い直した。",1,1,2013/1/22 14:52
やばい、また自堕落な休みを満喫してしまいそうだ。今日は役所にいくんだ！がんばれ！大人への新しい一歩だ！,0,1,2013/1/22 16:45
西島秀俊、未婚やった。どうしよう、一刻も早くエステにいかねば！！,0,1,2013/1/24 1:25
【お詫び】お聞き苦しい発言があったことを、お詫びいたします。,1,1,2013/1/24 1:28
西島秀俊、でググったら出てくるタレント名鑑の写真が素敵すぎて、Majiで奇行に走る5秒前。,0,1,2013/1/24 1:41
みんな！最高の離婚が始まったぞ！,0,1,2013/1/25 0:00
ほんとにお腹パンパン…,1,1,2013/1/25 1:28
みんな！目覚ましテレビを見るんだ！朝からいいものみた♡,0,1,2013/1/25 9:52
朝からかっこいー！いや、可愛いぜ菊田〜！,0,1,2013/1/25 10:00
胃腸かぜって、辛いですよ。ぜひともお気をつけください。,1,1,2013/1/25 22:14
お腹いたい…,1,1,2013/1/26 21:16
寝込むたび、死について考える私は大袈裟でしょうか,1,1,2013/1/26 21:28
【速報】飲むものがなくなったので、りんご酢を飲んでいます。健康的だね！,0,1,2013/1/26 23:25
速報】飲み物が5.5L届きました。明後日くらいまで飲むものには困らなそうです笑 ありがとう。,0,1,2013/1/26 23:55
ネットとられたら多分発狂する。そうでなくなりたいものです。,1,1,2013/1/27 1:27
仕事をあまり休んだことがないので、すんなり休めるともう明日も明後日もいかなくて大丈夫なんじゃないかと思えてくる。まぁ実際、そーなんだろうけど。,1,1,2013/1/27 1:59
ここ数日、精進料理みたいなものしか食べてないので、串カツとか、ラザニアとか、ハンバーグとか食べたい。でも多分、カフェラテを飲んだだけでごろごろしてしまう今の私のおなかさんは彼らを拒否するだろう…,1,1,2013/1/27 21:18
部屋の暖房が全然効かなくて寒い。28℃に設定してるのに…省エネの夏か。,1,1,2013/1/28 0:24
"OGG,KBB おなかゴロゴロ、顔ぶっつぶつ。",1,1,2013/1/28 1:06
「ツレがうつになりまして」終わった。目がいたい。,1,1,2013/1/28 4:33
人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…,1,1,2013/1/28 14:28
友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。,0,1,2013/1/28 14:35
決めました。今年は、車の免許とります。あと、台湾行きます。,0,1,2013/1/31 2:18
そういや昨日の夢にマキダイ出てきた。途中で起きたから続き見たかったけど見れんかった…でも練習したらいけそうな気がする。,0,1,2013/1/31 2:40
がんばれ！,0,1,2013/2/1 4:14
おなかぱんぱん病,1,1,2013/2/2 2:00
久しぶりに笑いながら帰ってきた。大好きな友達とご飯を食べるって、この上ない幸せ。,0,1,2013/2/3 4:03
誰か鍋食べにいこお〜または鍋に呼んでください！味噌鍋とかチゲとか濃い〜のん食べたい！あ、カレー鍋でも可… 笑,0,1,2013/2/4 19:22
最近、バターの代わりにパンにクリームチーズを塗って食べるのにはまっています。先程、今日頂いた「チョコ食パン」を美味しくいただいていたのところ、途中でつい魔がさしてクリームチーズを…。が！う、うまい！甘さと酸っぱさの攻防戦！ヤバイ、また一つ、あほ食いおやつが増えてしまった…,0,1,2013/2/9 1:07
明日も明後日も、いい日でありますよーに。,0,1,2013/2/13 4:54
苦労して育ててくれた親はもちろんのこと、親しくしていた周りの人間も、無力感や罪悪感にさいなまれることになる。,1,1,2013/2/15 23:01
映画「ストロベリーナイト」観た。あかーん！あれはあかーん！大沢たかお渋すぎる。彼は私が最近提唱している「男は経年変化」を、今最も体現している人だと思う。,0,1,2013/2/16 0:01
アラーム、サイレントモードでも鳴ってよ…歯医者寝過ごしたorz,1,1,2013/2/18 13:55
朝からの出来事と雨で全く行く気がしないのでお稽古は休んだ。先生にしたらなんとふざけた生徒だろう。せめてもの償いに、普段しないことをしてやろうと思います。,1,1,2013/2/18 16:19
結局昨日はジムで汗を流し、そのまま飲みに行き、カラオケで暴れ、精も根も尽き果てて眠りに落ちた。喉がいたい…,1,1,2013/2/19 19:32
しかし昨日のカラオケは気持ちよく歌えた。ちょっと練習しよ。オヤスミナサイ…,0,1,2013/2/20 3:31
今日、とある会合に参加した。ら、緊張と楽しさで飲みすぎた。なんの役割も果たせなかったことを悔いながら、寝ます…オヤスミナサイ,1,1,2013/2/22 3:23
念願の「アラサーちゃん」読了。三角座りで一人、「あははっ」と声を出して笑ったりしながら一気読み。なんしか切り口が面白い。あるある〜とか思いつつ、なるほどそんな見方が！と開眼させられたり。もしかしたら嫌悪を示す男子もいるかもとか思ったりしたけど、さら〜っと皆読んでほしいなぁ。,0,1,2013/2/24 2:48
夜中から出掛けようと思って、一から化粧したのに結局出掛けずにそのまま寝てしまった。起きたら顔ぱんっぱんですごい寝癖やのに、眉とチークだけバッチリ決まってるから凄く滑稽。,1,1,2013/2/25 0:02
久々真面目にお稽古に行こうと思ったら、道具が根こそぎない。久々でそれはダメだろ〜っと躍起になってさがしてみたが、ない。気づけばもう30分遅刻している。ほんっと、どーしょーもねーなぁ。,1,1,2013/2/25 20:48
お店やっても、家族は養えない。今ここにある現実。,1,1,2013/2/28 22:53
最高の離婚、ついに桑田さん登場！笑 毎回エンディングが見逃せないぜ,0,1,2013/3/1 1:00
寝ても寝ても眠いぜちきしょう！,1,1,2013/3/1 21:39
眠くなった時に寝かせてくれよ!!やる気なんて出ねぇよ!!,1,1,2013/3/1 23:10
どこもかしこも明るいなぁ。この街は俺には眩しすぎるんだ…,1,1,2013/3/1 23:44
眠すぎて傘持つのもダルくて上着のポケットに引っ掛けてズルズル〜って目ぇつむって歩いたけど、みっともないからやめなさいなんて言わないでほしい。寝ます。オヤスミナサイ…,1,1,2013/3/2 2:46
今日もアジアの屋台のような個性的な夕飯を食べた。食べ過ぎた。明日も頑張るぜ。オヤスミナサイ,0,1,2013/3/3 10:11
小栗旬に手をつながれたところで目覚まし。くぅ〜,1,1,2013/3/4 5:48
好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。,0,1,2013/3/9 22:44
「ハァ…」♪白いため息で〜曇ったまぁどににーじむ、イールーミーネイションっ♪,0,1,2013/3/9 22:48
人生を楽しむ練習をしています。,0,1,2013/3/10 0:52
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の「鐘の音↑がぁ↑聞こえるぅ〜」のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。",0,1,2013/3/10 0:56
絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。,0,1,2013/3/10 1:02
二日酔いです。すごく具合が悪いし、喉が痛い。声がでない。今日は五時からカラオケバトルなのに…,1,1,2013/3/11 13:37
花粉症デビューしました。アルコールで顔が赤いのかと思ったら、目をこすりすぎて腫れ上がっている模様,1,1,2013/3/11 13:53
昨日遊びすぎたので雑用をこなしまくっています。暖かいので徒歩移動。夕陽が目に染みるぜ。センチメンタルジャーニー♪,0,1,2013/3/12 19:13
寝る頃になると、目と鼻がムズムズ…目を閉じてもゴロゴロ… ちきしょう、また、私の睡眠を邪魔する輩が増えたと見える…,1,1,2013/3/14 3:25
いつもの店ではよくやることだけど、のっぴきならない状況により、よその店で初めて、小銭だけのお会計で帰った。は、ハズイ！この感覚を忘れないようにしよう。,1,1,2013/3/17 21:33
横殴りの雨が微妙にかかるのにも耐えて浸っていたら、小鳥が集まってきた。私は神の子なのかもしれない,0,1,2013/3/18 19:37
今からカラオケいけるひと、21時に天王寺ジャンカラ集合！,0,1,2013/3/18 22:33
二宮君の真似して「プラチナデータ。」って言うのにはまっています。映画はまだ観てないけど。キコちゃん出てるし観たいな〜,0,1,2013/3/22 23:54
こないだのツィート、監獄ではなく極道でした。訂正してお詫びいたします。,1,1,2013/3/22 23:59
ゆうべは遅くまで飲んで知らぬ間に寝てしまい、起きたら鼻がずるずる。歯医者に行ったら思いの外悪かったらしく麻酔されて半顔麻痺。さっきからくしゃみも止まらない。今日は初のインデアンカレーの予定だったけど、全くやる気がなくなった。,1,1,2013/3/25 13:39
ご飯は、ガッツリおかずを作ってくれればうまいうまいと食べますし、アイドルに熱を上げてもへぇ〜(^^)と笑ってられますし、もう少し稼げるようになったら、誰か嫁に来てくれるかなぁ？,0,1,2013/3/25 14:39
就活用に撮ったぶりに証明写真を撮ったら、自分の顔の歪みっぷりに愕然としたので、左側で噛むことにします。,1,1,2013/3/26 23:35
お洒落人達はこれをこんふぃちゅーると云うのですね。good night〜♪,0,1,2013/3/27 0:18
何年ぶり、いやもしかして初めて？ほっぺに吹き出が。噂のニベア美容、やってみようかな…,1,1,2013/3/27 2:34
毎度おなじみ後輩指導。またもきつい言い方をしてしまい、へこむなう。ご飯食べよ。,1,1,2013/3/27 15:30
ゆずぽんかけてみた。…ハマる。,0,1,2013/3/29 4:57
好きだな、素敵だな、って、思う人はたくさんいるのに、付き合うとか付き合わないとか言い出した途端にややこしくなる。ただ好きだとかただそばにいたいとか、それではダメなのかなぁ。自分自身がまず、ややこしいのだけれど。,1,1,2013/3/31 2:58
女子は欲望と恋を混同しがちだと言われるけど、そういうことなのかなぁ。歳を重ねるほど、いろいろ難しいねぇ…,1,1,2013/3/31 3:04
男女問わず、気を許してる好きな人には、抱きついたり腕を組んだり、そーゆうところでしか愛情表現できないので、それを奪われるとなかなか困る。,1,1,2013/3/31 3:30
明日映画いこかな。「舟を編む」めっちゃ観たい。「世界でひとつのプレイブック」今週終わるからいこかな〜♪,0,1,2013/4/1 15:37
誰か夜映画いきませんかー？18時過ぎに難波マルイにこれる人！「世界でひとつのプレイブック」観よう〜♪,0,1,2013/4/1 15:38
その前にカット行こかな〜♪,0,1,2013/4/3 3:30
あー高飛びしたい。,1,1,2013/4/6 2:26
今日はクリームバスに全身マッサージに、プチ贅沢した。土日を乗りきるぞ！っしゃーこいコノヤローッ！,0,1,2013/4/6 2:47
昨日はよく遊んだ。千本鳥居に挑むため、まずはアイスとコロッケ。そして名物いなり寿司♪お花見屋台でサイコロステーキ、そして湯豆腐に日本酒！いい気分でそぞろ歩き、うどん食べ比べで満腹かと思いきやパンケーキ求めて徘徊、最後はありえない暗さのbarでフィニッシュ。体が重い…笑,0,1,2013/4/9 13:08
私も人を批判しがちやわぁ。気を付けよ。,1,1,2013/4/10 3:07
どーあがいたって自分からは逃げられないんだよね。ちっ！,1,1,2013/4/11 14:27
昼間はほとほと自分が嫌になったのでネガツィートしてしまったけど、多分もっと体を鍛えればどーでもよくなるんだろうな。,1,1,2013/4/11 21:30
もうだめだ…私もアラサーちゃん買おう…,1,1,2013/4/11 23:31
梅田彩佳可愛いなぁ…！,0,1,2013/4/14 20:47
絵、うまいなぁ。,0,1,2013/4/15 0:51
ただいまより、初めての「布団圧縮」に挑戦したいと思います。,0,1,2013/4/15 19:42
ふとんをきっちり袋に詰め込み、スイッチON！「うわぁぁーーーー！」「エグい！エグすぎる！」あまりの衝撃に、ボーゼンとしております。,0,1,2013/4/15 20:25
あわわ！今最も脂の乗ってる40代、福山と大沢がガリレオで共演している！,0,1,2013/4/15 22:33
人間、危機的状況に陥った時、一回すごい慌てるけど、慌ててもしょーがないな、って、急にスッ。とするよね。今の私がまさにそう。さて、どうしたもんか…,1,1,2013/4/19 22:49
こないだからディファインで瞳が大きくなっているのに加えて、暗めに染めたてでツヤツヤの髪と眉ブリーチが相まって、すっぴんの自分が8才児みたいで可愛い。そうか、可愛いって、こういうことか。,0,1,2013/4/21 3:35
TSUTAYAの延滞料2400円。何やってんだろ…,1,1,2013/4/24 22:56
きっと、私みたいなだらしないヤツのおかげで儲かってるんだろうな。てか、このままだと私は一生儲かんないんだろうな。,1,1,2013/4/24 22:56
ヤバイ。宮沢りえヤバイ。あのCMは、メガネ買お！ってなる！んで赤リップしよ！って、なるやろぉ！,0,1,2013/4/24 23:58
う！胸が！胸がいたい…！,1,1,2013/4/25 19:41
携帯が壊れて代機生活。いち早くFacebook入れたものの、バタバタでわすれてました。ただいま、Twitter！,0,1,2013/5/5 0:01
喉痛い。耳聞こえない。節々いたい…,1,1,2013/5/7 21:59
熱い風呂に入り、スウェットを着込み、ヴィックスヴェポラップを鼻と喉にベタベタに塗り込み、タオルとマスクで保湿！枕元には濡れタオルとポカリ2Lで完全武装。なかなか男前な感じで、寝るっ！,0,1,2013/5/7 23:22
さ、さ、さむい…！,1,1,2013/5/9 4:54
暑い…寒い…暑い…,1,1,2013/5/9 19:47
この歳の風邪は辛い。昔は少々なら気合いでいけたし、仕事してたら紛れた。最近はほんまになんもできんし、長引く。えづきそうやけど、すき焼きとか食べよかな。,1,1,2013/5/9 19:54
医者よ！それはやり過ぎやろ！15センチはくだらない綿棒を鼻に突っ込むなんて！涙が止まらない！,1,1,2013/5/9 20:01
思い出し笑いならぬ思い出しくしゃみ！家にいたときより悪くなってるじゃないか！,1,1,2013/5/9 20:04
例えば刃渡り15センチのナイフを持ち出したとしたら、銃刀法違反やで！むちゃくちゃすんなぁ！,1,1,2013/5/9 20:31
調子が悪いので病院行ってから行きます。って連絡いれて、そのまま夕方まで気絶して、結局休むってゆう、常套化してきているパターン。,1,1,2013/5/9 23:57
誰か！誰か！シャンプーしてくださぁい！！,1,1,2013/5/10 0:00
どこもかしこも弱ってるんだろな。ネギが目に染みて涙…,1,1,2013/5/10 21:11
店の買い出しアップ。週末の梅田をナメてました。めちゃくちゃ疲れた…Orz,1,1,2013/5/18 21:22
この休み中に贈り物を買うことが多かった。直接足を運んだりネットで選んだり、いろいろ見すぎて、買ってないつもりだった食器セットが今日届いた。のしつきで。どうしよう…(;´｀),1,1,2013/5/19 19:18
あーもうなんてゆーかこう…、、出家したい。Orz,1,1,2013/5/20 3:38
さー明日からまた働きますよ！爽やかに起きてやる！おやすみなさい！,0,1,2013/5/22 2:28
